drug_1_rxnorn_id,drug_1_concept_name,drug_2_rxnorm_id,drug_2_concept_name,condition_meddra_id,condition_concept_name,A,B,C,D,PRR,PRR_error,mean_reporting_frequency,PRR_float,label
10355,Temazepam,136411,sildenafil,10029223,Neuralgia,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10029331,Neuropathy peripheral,5,151,8,1552,6.25,0.563869,0.0320513,6.25,1
10355,Temazepam,136411,sildenafil,10031252,Osteomyelitis,4,152,4,1556,10.0,0.702103,0.025641,10.0,1
10355,Temazepam,136411,sildenafil,10040984,Sleep disorder,3,153,5,1555,6.0,0.725453,0.0192308,6.0,1
7781,Oxazepam,9863,Sodium Chloride,10013710,Drug interaction,1,34,7,343,1.42857,1.05424,0.0285714,1.42857,1
10355,Temazepam,136411,sildenafil,10019641,Hepatic cirrhosis,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10005750,Blood pressure increased,3,153,7,1553,4.28571,0.684937,0.0192308,4.28571,1
7781,Oxazepam,9863,Sodium Chloride,10005750,Blood pressure increased,1,34,4,346,2.5,1.10389,0.0285714,2.5,1
10355,Temazepam,136411,sildenafil,10010774,Constipation,6,150,13,1547,4.61538,0.486352,0.0384615,4.61538,1
10355,Temazepam,136411,sildenafil,10018388,Glossodynia,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10047899,Weight increased,3,153,17,1543,1.76471,0.620569,0.0192308,1.76471,1
10355,Temazepam,136411,sildenafil,10005724,Blood potassium decreased,1,155,2,1558,5.0,1.22186,0.00641026,5.0,1
10355,Temazepam,136411,sildenafil,10007882,Cellulitis,2,154,4,1556,5.0,0.861945,0.0128205,5.0,1
7781,Oxazepam,9863,Sodium Chloride,10007882,Cellulitis,1,34,2,348,5.0,1.21185,0.0285714,5.0,1
10355,Temazepam,136411,sildenafil,10015688,Exostosis,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10044016,Tooth abscess,2,154,1,1559,20.0,1.22186,0.0128205,20.0,1
10355,Temazepam,136411,sildenafil,10011469,Crying,1,155,4,1556,2.5,1.11488,0.00641026,2.5,1
10355,Temazepam,136411,sildenafil,10050296,Intervertebral disc protrusion,5,151,1,1559,50.0,1.09222,0.0320513,50.0,1
10355,Temazepam,136411,sildenafil,10042674,Swelling,2,154,11,1549,1.81818,0.764106,0.0128205,1.81818,1
7781,Oxazepam,9863,Sodium Chloride,10042674,Swelling,1,34,2,348,5.0,1.21185,0.0285714,5.0,1
10355,Temazepam,136411,sildenafil,10027452,Metastases to bone,2,154,2,1558,10.0,0.996468,0.0128205,10.0,1
10355,Temazepam,136411,sildenafil,10040047,Sepsis,1,155,14,1546,0.714286,1.03169,0.00641026,0.714286,0
7781,Oxazepam,9863,Sodium Chloride,10040047,Sepsis,1,34,4,346,2.5,1.10389,0.0285714,2.5,1
7781,Oxazepam,9863,Sodium Chloride,10013950,Dysphagia,1,34,2,348,5.0,1.21185,0.0285714,5.0,1
10355,Temazepam,136411,sildenafil,10015993,Eyelid oedema,1,155,2,1558,5.0,1.22186,0.00641026,5.0,1
10355,Temazepam,136411,sildenafil,10036790,Productive cough,1,155,3,1557,3.33333,1.15164,0.00641026,3.33333,1
10355,Temazepam,136411,sildenafil,10005956,Bone disorder,3,153,3,1557,10.0,0.812167,0.0192308,10.0,1
10355,Temazepam,136411,sildenafil,10033664,Panic attack,2,154,4,1556,5.0,0.861945,0.0128205,5.0,1
10355,Temazepam,136411,sildenafil,10015090,Epistaxis,1,155,6,1554,1.66667,1.07685,0.00641026,1.66667,1
10355,Temazepam,136411,sildenafil,10043607,Thrombosis,1,155,8,1552,1.25,1.05733,0.00641026,1.25,1
10355,Temazepam,136411,sildenafil,10038695,Respiratory failure,3,153,11,1549,2.72727,0.645903,0.0192308,2.72727,1
7781,Oxazepam,9863,Sodium Chloride,10038695,Respiratory failure,1,34,2,348,5.0,1.21185,0.0285714,5.0,1
10355,Temazepam,136411,sildenafil,10042464,Suicide attempt,3,153,5,1555,6.0,0.725453,0.0192308,6.0,1
10355,Temazepam,136411,sildenafil,10033647,Pancreatitis acute,1,155,2,1558,5.0,1.22186,0.00641026,5.0,1
10355,Temazepam,136411,sildenafil,10036653,Presyncope,2,154,4,1556,5.0,0.861945,0.0128205,5.0,1
10355,Temazepam,136411,sildenafil,10037377,Pulmonary embolism,1,155,10,1550,1.0,1.04544,0.00641026,1.0,0
10355,Temazepam,136411,sildenafil,10026749,Mania,1,155,3,1557,3.33333,1.15164,0.00641026,3.33333,1
10355,Temazepam,136411,sildenafil,10033557,Palpitations,2,154,6,1554,3.33333,0.812167,0.0128205,3.33333,1
10355,Temazepam,136411,sildenafil,10061024,Cardiac disorder,3,153,11,1549,2.72727,0.645903,0.0192308,2.72727,1
10355,Temazepam,136411,sildenafil,10013916,Dyskinesia,2,154,4,1556,5.0,0.861945,0.0128205,5.0,1
10355,Temazepam,136411,sildenafil,10029216,Nervousness,2,154,5,1555,4.0,0.832435,0.0128205,4.0,1
10355,Temazepam,136411,sildenafil,10052302,Impaired work ability,1,155,3,1557,3.33333,1.15164,0.00641026,3.33333,1
10355,Temazepam,136411,sildenafil,10010214,Compression fracture,3,153,1,1559,30.0,1.15164,0.0192308,30.0,1
10355,Temazepam,136411,sildenafil,10038683,Respiratory disorder,1,155,7,1553,1.42857,1.06574,0.00641026,1.42857,1
10355,Temazepam,136411,sildenafil,10035598,Pleural effusion,3,153,8,1552,3.75,0.671775,0.0192308,3.75,1
10355,Temazepam,136411,sildenafil,10050256,Dysstasia,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
7781,Oxazepam,9863,Sodium Chloride,10005483,Blood creatinine increased,2,33,2,348,10.0,0.98416,0.0571429,10.0,1
10355,Temazepam,136411,sildenafil,10007617,Cardio-respiratory arrest,2,154,9,1551,2.22222,0.777213,0.0128205,2.22222,1
10355,Temazepam,136411,sildenafil,10048294,Mental status changes,1,155,2,1558,5.0,1.22186,0.00641026,5.0,1
10355,Temazepam,136411,sildenafil,10015916,Eye disorder,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10030041,Ocular hyperaemia,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
7781,Oxazepam,9863,Sodium Chloride,10030041,Ocular hyperaemia,1,34,1,349,10.0,1.40306,0.0285714,10.0,1
10355,Temazepam,136411,sildenafil,10050528,Ejection fraction decreased,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10005191,Blister,1,155,2,1558,5.0,1.22186,0.00641026,5.0,1
7781,Oxazepam,9863,Sodium Chloride,10005191,Blister,2,33,1,349,20.0,1.21185,0.0571429,20.0,1
10355,Temazepam,136411,sildenafil,10013754,Drug withdrawal syndrome,3,153,3,1557,10.0,0.812167,0.0192308,10.0,1
10355,Temazepam,136411,sildenafil,10027951,Mood swings,1,155,4,1556,2.5,1.11488,0.00641026,2.5,1
10355,Temazepam,136411,sildenafil,10006093,Bradycardia,4,152,6,1554,6.66667,0.640012,0.025641,6.66667,1
10355,Temazepam,136411,sildenafil,10014387,Electrocardiogram QT prolonged,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10047340,Vertigo,2,154,6,1554,3.33333,0.812167,0.0128205,3.33333,1
10355,Temazepam,136411,sildenafil,10019842,Hepatomegaly,1,155,4,1556,2.5,1.11488,0.00641026,2.5,1
10355,Temazepam,136411,sildenafil,10060800,Hot flush,2,154,3,1557,6.66667,0.909001,0.0128205,6.66667,1
10355,Temazepam,136411,sildenafil,10063670,No therapeutic response,1,155,3,1557,3.33333,1.15164,0.00641026,3.33333,1
10355,Temazepam,136411,sildenafil,10003673,Atrioventricular block complete,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10007515,Cardiac arrest,2,154,14,1546,1.42857,0.751251,0.0128205,1.42857,1
10355,Temazepam,136411,sildenafil,10011089,Coronary artery stenosis,2,154,2,1558,10.0,0.996468,0.0128205,10.0,1
10355,Temazepam,136411,sildenafil,10018838,Haematocrit decreased,2,154,3,1557,6.66667,0.909001,0.0128205,6.66667,1
10355,Temazepam,136411,sildenafil,10013990,Dysuria,3,153,2,1558,15.0,0.909001,0.0192308,15.0,1
10355,Temazepam,136411,sildenafil,10028596,Myocardial infarction,7,149,36,1524,1.94444,0.404455,0.0448718,1.94444,1
10355,Temazepam,136411,sildenafil,10000060,Abdominal distension,3,153,5,1555,6.0,0.725453,0.0192308,6.0,1
10355,Temazepam,136411,sildenafil,10013663,Drug dependence,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10055798,Haemorrhage,3,153,11,1549,2.72727,0.645903,0.0192308,2.72727,1
10355,Temazepam,136411,sildenafil,10030216,Oesophagitis,1,155,2,1558,5.0,1.22186,0.00641026,5.0,1
10355,Temazepam,136411,sildenafil,10038444,Renal failure chronic,3,153,2,1558,15.0,0.909001,0.0192308,15.0,1
10355,Temazepam,136411,sildenafil,10007559,Cardiac failure congestive,5,151,16,1544,3.125,0.505419,0.0320513,3.125,1
10355,Temazepam,136411,sildenafil,10011078,Coronary artery disease,4,152,12,1548,3.33333,0.571211,0.025641,3.33333,1
10355,Temazepam,136411,sildenafil,10019075,"Hallucination, visual",1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10013887,Dysarthria,1,155,6,1554,1.66667,1.07685,0.00641026,1.66667,1
10355,Temazepam,136411,sildenafil,10021639,Incontinence,1,155,3,1557,3.33333,1.15164,0.00641026,3.33333,1
10355,Temazepam,136411,sildenafil,10024774,Localised infection,2,154,2,1558,10.0,0.996468,0.0128205,10.0,1
10355,Temazepam,136411,sildenafil,10061623,Adverse drug reaction,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10057840,Major depression,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10024690,Liver function test abnormal,2,154,5,1555,4.0,0.832435,0.0128205,4.0,1
10355,Temazepam,136411,sildenafil,10007632,Cardiomegaly,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10022611,Interstitial lung disease,2,154,7,1553,2.85714,0.797374,0.0128205,2.85714,1
10355,Temazepam,136411,sildenafil,10016766,Flatulence,1,155,4,1556,2.5,1.11488,0.00641026,2.5,1
10355,Temazepam,136411,sildenafil,10061200,Heart injury,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10027727,Mitral valve incompetence,3,153,3,1557,10.0,0.812167,0.0192308,10.0,1
10355,Temazepam,136411,sildenafil,10037400,Pulmonary hypertension,4,152,3,1557,13.3333,0.759132,0.025641,13.3333,1
10355,Temazepam,136411,sildenafil,10006451,Bronchitis,2,154,10,1550,2.0,0.770032,0.0128205,2.0,1
10355,Temazepam,136411,sildenafil,10057362,Underdose,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10003481,Aspartate aminotransferase increased,4,152,5,1555,8.0,0.665544,0.025641,8.0,1
10355,Temazepam,136411,sildenafil,10021097,Hypotension,12,144,17,1543,7.05882,0.367567,0.0769231,7.05882,1
7781,Oxazepam,9863,Sodium Chloride,10001854,Altered state of consciousness,1,34,1,349,10.0,1.40306,0.0285714,10.0,1
10355,Temazepam,136411,sildenafil,10005169,Blindness,1,155,7,1553,1.42857,1.06574,0.00641026,1.42857,1
10355,Temazepam,136411,sildenafil,10000125,Abnormal dreams,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10000220,Abortion induced,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10022523,Intentional overdose,1,155,5,1555,2.0,1.09222,0.00641026,2.0,1
10355,Temazepam,136411,sildenafil,10030963,Oral candidiasis,2,154,1,1559,20.0,1.22186,0.0128205,20.0,1
10355,Temazepam,136411,sildenafil,10014625,Encephalopathy,1,155,4,1556,2.5,1.11488,0.00641026,2.5,1
10355,Temazepam,136411,sildenafil,10040943,Skin ulcer,2,154,5,1555,4.0,0.832435,0.0128205,4.0,1
10355,Temazepam,136411,sildenafil,10023644,Lacrimation increased,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
7781,Oxazepam,9863,Sodium Chloride,10033318,Oxygen saturation decreased,1,34,1,349,10.0,1.40306,0.0285714,10.0,1
10355,Temazepam,136411,sildenafil,10061461,Erectile dysfunction,11,145,4,1556,27.5,0.577804,0.0705128,27.5,1
10355,Temazepam,136411,sildenafil,10071014,Exposed bone in jaw,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10019708,Hepatic steatosis,1,155,4,1556,2.5,1.11488,0.00641026,2.5,1
10355,Temazepam,136411,sildenafil,10003119,Arrhythmia,4,152,2,1558,20.0,0.861945,0.025641,20.0,1
10355,Temazepam,136411,sildenafil,10003598,Atelectasis,4,152,2,1558,20.0,0.861945,0.025641,20.0,1
10355,Temazepam,136411,sildenafil,10011878,Deafness,2,154,2,1558,10.0,0.996468,0.0128205,10.0,1
10355,Temazepam,136411,sildenafil,10058108,Dyslipidaemia,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
7781,Oxazepam,9863,Sodium Chloride,10017888,Gastroenteritis,1,34,1,349,10.0,1.40306,0.0285714,10.0,1
10355,Temazepam,136411,sildenafil,10018867,Haematuria,2,154,4,1556,5.0,0.861945,0.0128205,5.0,1
10355,Temazepam,136411,sildenafil,10019646,Hepatic cyst,3,153,1,1559,30.0,1.15164,0.0192308,30.0,1
10355,Temazepam,136411,sildenafil,10020583,Hypercalcaemia,2,154,2,1558,10.0,0.996468,0.0128205,10.0,1
10355,Temazepam,136411,sildenafil,10062060,Hyperlipidaemia,3,153,3,1557,10.0,0.812167,0.0192308,10.0,1
10355,Temazepam,136411,sildenafil,10020850,Hyperthyroidism,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10021036,Hyponatraemia,2,154,4,1556,5.0,0.861945,0.0128205,5.0,1
7781,Oxazepam,9863,Sodium Chloride,10021036,Hyponatraemia,1,34,2,348,5.0,1.21185,0.0285714,5.0,1
10355,Temazepam,136411,sildenafil,10024419,Libido decreased,1,155,2,1558,5.0,1.22186,0.00641026,5.0,1
10355,Temazepam,136411,sildenafil,10035226,Plasma cell myeloma,3,153,1,1559,30.0,1.15164,0.0192308,30.0,1
10355,Temazepam,136411,sildenafil,10040882,Skin lesion,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10043071,Tachycardia,4,152,8,1552,5.0,0.606588,0.025641,5.0,1
7781,Oxazepam,9863,Sodium Chloride,10043071,Tachycardia,2,33,1,349,20.0,1.21185,0.0571429,20.0,1
10355,Temazepam,136411,sildenafil,10044044,Tooth loss,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10003285,Arthropathy,2,154,3,1557,6.66667,0.909001,0.0128205,6.66667,1
10355,Temazepam,136411,sildenafil,10038428,Renal disorder,2,154,1,1559,20.0,1.22186,0.0128205,20.0,1
10355,Temazepam,136411,sildenafil,10044034,Tooth disorder,2,154,4,1556,5.0,0.861945,0.0128205,5.0,1
10355,Temazepam,136411,sildenafil,10005425,Blood cholesterol increased,3,153,6,1554,5.0,0.702103,0.0192308,5.0,1
10355,Temazepam,136411,sildenafil,10002958,Aphthous stomatitis,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10020466,Hunger,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10021519,Impaired healing,2,154,1,1559,20.0,1.22186,0.0128205,20.0,1
10355,Temazepam,136411,sildenafil,10043248,Tendon rupture,1,155,3,1557,3.33333,1.15164,0.00641026,3.33333,1
10355,Temazepam,136411,sildenafil,10026882,Mastication disorder,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10000891,Acute myocardial infarction,3,153,6,1554,5.0,0.702103,0.0192308,5.0,1
10355,Temazepam,136411,sildenafil,10001053,Acute respiratory failure,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10009802,Coagulopathy,2,154,2,1558,10.0,0.996468,0.0128205,10.0,1
10355,Temazepam,136411,sildenafil,10063829,Device malfunction,1,155,2,1558,5.0,1.22186,0.00641026,5.0,1
10355,Temazepam,136411,sildenafil,10014561,Emphysema,3,153,1,1559,30.0,1.15164,0.0192308,30.0,1
10355,Temazepam,136411,sildenafil,10015856,Extrasystoles,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10016803,Fluid overload,6,150,2,1558,30.0,0.812167,0.0384615,30.0,1
10355,Temazepam,136411,sildenafil,10018280,Gingival disorder,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10018852,Haematoma,3,153,3,1557,10.0,0.812167,0.0192308,10.0,1
10355,Temazepam,136411,sildenafil,10027417,Metabolic acidosis,1,155,3,1557,3.33333,1.15164,0.00641026,3.33333,1
7781,Oxazepam,9863,Sodium Chloride,10037383,Pulmonary fibrosis,1,34,2,348,5.0,1.21185,0.0285714,5.0,1
10355,Temazepam,136411,sildenafil,10047302,Ventricular tachycardia,1,155,3,1557,3.33333,1.15164,0.00641026,3.33333,1
10355,Temazepam,136411,sildenafil,10039897,Sedation,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10013442,Disseminated intravascular coagulation,1,155,5,1555,2.0,1.09222,0.00641026,2.0,1
10355,Temazepam,136411,sildenafil,10040742,Sinus congestion,1,155,2,1558,5.0,1.22186,0.00641026,5.0,1
10355,Temazepam,136411,sildenafil,10059570,Blood alkaline phosphatase increased,2,154,3,1557,6.66667,0.909001,0.0128205,6.66667,1
10355,Temazepam,136411,sildenafil,10011781,Cystitis,1,155,4,1556,2.5,1.11488,0.00641026,2.5,1
10355,Temazepam,136411,sildenafil,10015958,Eye pain,1,155,4,1556,2.5,1.11488,0.00641026,2.5,1
10355,Temazepam,136411,sildenafil,10027374,Mental impairment,1,155,2,1558,5.0,1.22186,0.00641026,5.0,1
10355,Temazepam,136411,sildenafil,10047571,Visual impairment,2,154,11,1549,1.81818,0.764106,0.0128205,1.81818,1
10355,Temazepam,136411,sildenafil,10048706,Joint range of motion decreased,1,155,3,1557,3.33333,1.15164,0.00641026,3.33333,1
10355,Temazepam,136411,sildenafil,10006895,Cachexia,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10043709,Thyroid disorder,1,155,2,1558,5.0,1.22186,0.00641026,5.0,1
10355,Temazepam,136411,sildenafil,10059245,Angiopathy,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10005555,Blood glucose decreased,2,154,3,1557,6.66667,0.909001,0.0128205,6.66667,1
7781,Oxazepam,9863,Sodium Chloride,10025082,Lung disorder,1,34,1,349,10.0,1.40306,0.0285714,10.0,1
10355,Temazepam,136411,sildenafil,10060862,Prostate cancer,2,154,3,1557,6.66667,0.909001,0.0128205,6.66667,1
10355,Temazepam,136411,sildenafil,10025197,Lymphadenopathy,2,154,4,1556,5.0,0.861945,0.0128205,5.0,1
10355,Temazepam,136411,sildenafil,10049564,Impaired driving ability,1,155,2,1558,5.0,1.22186,0.00641026,5.0,1
10355,Temazepam,136411,sildenafil,10005802,Blood sodium decreased,1,155,2,1558,5.0,1.22186,0.00641026,5.0,1
10355,Temazepam,136411,sildenafil,10043458,Thirst,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10028641,Myopathy,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10005364,Blood bilirubin increased,2,154,5,1555,4.0,0.832435,0.0128205,4.0,1
10355,Temazepam,136411,sildenafil,10047295,Ventricular hypertrophy,1,155,2,1558,5.0,1.22186,0.00641026,5.0,1
10355,Temazepam,136411,sildenafil,10061173,Gastrointestinal motility disorder,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10003591,Ataxia,1,155,3,1557,3.33333,1.15164,0.00641026,3.33333,1
10355,Temazepam,136411,sildenafil,10049803,Blood glucose fluctuation,1,155,3,1557,3.33333,1.15164,0.00641026,3.33333,1
10355,Temazepam,136411,sildenafil,10017626,Gallbladder disorder,1,155,2,1558,5.0,1.22186,0.00641026,5.0,1
10355,Temazepam,136411,sildenafil,10016642,Fibrosis,2,154,1,1559,20.0,1.22186,0.0128205,20.0,1
10355,Temazepam,136411,sildenafil,10061394,Upper limb fracture,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10049414,Treatment noncompliance,1,155,3,1557,3.33333,1.15164,0.00641026,3.33333,1
7781,Oxazepam,9863,Sodium Chloride,10049414,Treatment noncompliance,1,34,1,349,10.0,1.40306,0.0285714,10.0,1
10355,Temazepam,136411,sildenafil,10038743,Restlessness,1,155,2,1558,5.0,1.22186,0.00641026,5.0,1
10355,Temazepam,136411,sildenafil,10028347,Muscle twitching,2,154,2,1558,10.0,0.996468,0.0128205,10.0,1
10355,Temazepam,136411,sildenafil,10061599,Lower limb fracture,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10023439,Kidney transplant rejection,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10007649,Cardiovascular disorder,1,155,4,1556,2.5,1.11488,0.00641026,2.5,1
10355,Temazepam,136411,sildenafil,10061257,Jaw disorder,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10019717,Hepatitis,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10022595,International normalised ratio increased,3,153,6,1554,5.0,0.702103,0.0192308,5.0,1
10355,Temazepam,136411,sildenafil,10013050,Disability,4,152,1,1559,40.0,1.11488,0.025641,40.0,1
10355,Temazepam,136411,sildenafil,10038540,Renal tubular necrosis,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10012442,Dermatitis contact,3,153,1,1559,30.0,1.15164,0.0192308,30.0,1
10355,Temazepam,136411,sildenafil,10036556,Pregnancy,1,155,2,1558,5.0,1.22186,0.00641026,5.0,1
10355,Temazepam,136411,sildenafil,10019133,Hangover,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10061520,Ill-defined disorder,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10067585,Type 2 diabetes mellitus,5,151,6,1554,8.33333,0.599679,0.0320513,8.33333,1
10355,Temazepam,136411,sildenafil,10006825,C-reactive protein increased,1,155,4,1556,2.5,1.11488,0.00641026,2.5,1
7781,Oxazepam,9863,Sodium Chloride,10006825,C-reactive protein increased,1,34,2,348,5.0,1.21185,0.0285714,5.0,1
10355,Temazepam,136411,sildenafil,10050953,Lower gastrointestinal haemorrhage,1,155,2,1558,5.0,1.22186,0.00641026,5.0,1
10355,Temazepam,136411,sildenafil,10018870,Blood urine present,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10017865,Gastritis erosive,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10011703,Cyanosis,2,154,5,1555,4.0,0.832435,0.0128205,4.0,1
10355,Temazepam,136411,sildenafil,10029719,Nonspecific reaction,1,155,2,1558,5.0,1.22186,0.00641026,5.0,1
10355,Temazepam,136411,sildenafil,10023424,Kidney infection,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10020679,Hypernatraemia,1,155,2,1558,5.0,1.22186,0.00641026,5.0,1
10355,Temazepam,136411,sildenafil,10028997,Neoplasm malignant,4,152,10,1550,4.0,0.585618,0.025641,4.0,1
10355,Temazepam,136411,sildenafil,10041549,Spinal cord compression,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
10355,Temazepam,136411,sildenafil,10066152,Transfusion,1,155,1,1559,10.0,1.41172,0.00641026,10.0,1
